f1_name,f2_name,f1_str,f2_str,f1_tds,f2_tds,f1_subs,f2_subs,f1_pass,f2_pass,weight_class,method,finisher,round_num,time,event_name,event_date
"
              Gerald Meerschaert
            ","
              Trevin Giles
            ",6,8,1,1,1,0,2,5,"
        Middleweight","
        
        

        SUB

      ","
        Guillotine Choke
      ","

        3
      ","

        
        1:49
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Scott Holtzman
            ","
              Dong Hyun Ma
            ",44,16,1,1,0,0,3,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        
      ","

        2
      ","

        
        5:00
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Kennedy Nzechukwu
            ","
              Darko Stosic
            ",50,60,0,4,0,0,0,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Mickey Gall
            ","
              Salim Touahri
            ",50,48,1,0,0,0,1,2,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Antonina Shevchenko
            ","
              Lucie Pudilova
            ",16,6,0,1,3,0,1,1,"
        Women's Flyweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        1:20
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Matt Schnell
            ","
              Jordan Espinosa
            ",3,5,0,0,1,0,0,0,"
        Flyweight","
        
        

        SUB

      ","
        Triangle Choke
      ","

        1
      ","

        
        1:23
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Lauren Murphy
            ","
              Mara Romero Borella
            ",24,22,0,1,0,0,1,1,"
        Women's Flyweight","
        
        

        KO/TKO

      ","
        Knee
      ","

        3
      ","

        
        1:46
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Claudio Silva
            ","
              Cole Williams
            ",32,2,1,0,1,0,1,0,"
        Welterweight","
        
        

        SUB

      ","
        Neck Crank
      ","

        1
      ","

        
        2:35
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Miranda Granger
            ","
              Hannah Goldy
            ",61,55,0,0,0,0,0,0,"
        Women's Flyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Covington vs. Lawler
            ","
      ,
      August 03, 2019
    "
"
              Valentina Shevchenko
            ","
              Liz Carmouche
            ",42,18,1,0,0,0,3,0,"
        Women's Flyweight","
        
        

        U-DEC

      ","
        
      ","

        5
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Vicente Luque
            ","
              Mike Perry
            ",84,87,0,0,1,0,0,0,"
        Welterweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Eduardo Garagorri
            ","
              Humberto Bandenay
            ",65,32,1,4,0,0,1,2,"
        Featherweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Volkan Oezdemir
            ","
              Ilir Latifi
            ",64,18,0,1,0,0,0,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        2
      ","

        
        4:31
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Rodolfo Vieira
            ","
              Oskar Piechota
            ",18,22,3,0,1,0,4,0,"
        Middleweight","
        
        

        SUB

      ","
        Arm Triangle
      ","

        2
      ","

        
        4:26
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Enrique Barzola
            ","
              Bobby Moffett
            ",83,90,3,0,0,0,0,0,"
        Featherweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Gilbert Burns
            ","
              Aleksei Kunchenko
            ",42,47,3,0,0,0,2,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Ciryl Gane
            ","
              Raphael Pessoa
            ",15,7,0,0,1,0,1,0,"
        Heavyweight","
        
        

        SUB

      ","
        Arm Triangle
      ","

        1
      ","

        
        4:12
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Marina Rodriguez
            ","
              Tecia Torres
            ",84,41,1,0,1,0,0,0,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Rogerio Bontorin
            ","
              Raulian Paiva
            ",8,3,2,0,0,0,1,0,"
        Flyweight","
        
        

        KO/TKO

      ","
        
      ","

        1
      ","

        
        2:56
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Chris Gutierrez
            ","
              Geraldo de Freitas
            ",48,40,1,2,0,0,0,4,"
        Bantamweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Alex Da Silva
            ","
              Kazula Vargas
            ",17,20,3,0,0,0,4,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Veronica Macedo
            ","
              Polyana Viana
            ",1,1,0,1,1,0,0,1,"
        Women's Flyweight","
        
        

        SUB

      ","
        Armbar
      ","

        1
      ","

        
        1:09
      ","
              UFC Fight Night: Shevchenko vs. Carmouche 2
            ","
      ,
      August 10, 2019
    "
"
              Stipe Miocic
            ","
              Daniel Cormier
            ",123,181,1,1,0,0,0,2,"
        Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        4
      ","

        
        4:09
      ","
              UFC 241: Cormier vs. Miocic 2
            ","
      ,
      August 17, 2019
    "
"
              Nate Diaz
            ","
              Anthony Pettis
            ",114,69,1,0,0,1,4,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 241: Cormier vs. Miocic 2
            ","
      ,
      August 17, 2019
    "
"
              Paulo Costa
            ","
              Yoel Romero
            ",118,125,0,1,0,0,0,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 241: Cormier vs. Miocic 2
            ","
      ,
      August 17, 2019
    "
"
              Sodiq Yusuff
            ","
              Gabriel Benitez
            ",34,24,0,0,0,0,0,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punch
      ","

        1
      ","

        
        4:14
      ","
              UFC 241: Cormier vs. Miocic 2
            ","
      ,
      August 17, 2019
    "
"
              Derek Brunson
            ","
              Ian Heinisch
            ",81,58,2,0,0,0,1,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC 241: Cormier vs. Miocic 2
            ","
      ,
      August 17, 2019
    "
